-0.46157,-0.42705,0.22955
-0.46157,-0.42705,0.22955
-0.46157,-0.42705,0.22955
-0.46157,-0.42705,0.22955
-0.46157,-0.42705,0.22955
-0.46157,-0.42705,0.22955
-0.46157,-0.42705,0.22955
-0.46157,-0.42705,0.22955
-0.46157,-0.42705,0.22955
-0.46157,-0.42705,0.22955
-0.46157,-0.42705,0.22955
-0.46157,-0.42705,0.22955
-0.46157,-0.42705,0.22955
-0.46157,-0.42705,0.22955
-0.46157,-0.42705,0.22955
-0.46157,-0.42705,0.22955
-0.46157,-0.42705,0.22955
-0.46157,-0.42705,0.22955
-0.46157,-0.42705,0.22955
-0.46157,-0.42705,0.22955
-0.46157,-0.42705,0.22955
-0.46157,-0.42705,0.22955
-0.46157,-0.42705,0.22955
-0.46157,-0.42705,0.22955
-0.46157,-0.42705,0.22955
-0.46157,-0.42705,0.22955
-0.46157,-0.42705,0.22955
-0.46157,-0.42705,0.22955
-0.46157,-0.42705,0.22955
-0.46157,-0.42705,0.22955
-0.46157,-0.42705,0.22955
-0.46157,-0.42705,0.22955
-0.46186,-0.42666,0.22955
-0.46186,-0.42666,0.22955
-0.46186,-0.42666,0.22955
-0.46186,-0.42666,0.22955
-0.46186,-0.42666,0.22955
-0.46245,-0.42570,0.22957
-0.46245,-0.42570,0.22957
-0.46245,-0.42570,0.22957
-0.46245,-0.42570,0.22957
-0.46245,-0.42570,0.22957
-0.46282,-0.42466,0.22944
-0.46282,-0.42466,0.22944
-0.46282,-0.42466,0.22944
-0.46282,-0.42466,0.22944
-0.46282,-0.42466,0.22944
-0.46317,-0.42330,0.22930
-0.46317,-0.42330,0.22930
-0.46317,-0.42330,0.22930
-0.46317,-0.42330,0.22930
-0.46317,-0.42330,0.22930
-0.46371,-0.42154,0.22925
-0.46371,-0.42154,0.22925
-0.46371,-0.42154,0.22925
-0.46371,-0.42154,0.22925
-0.46371,-0.42154,0.22925
-0.46451,-0.41939,0.22923
-0.46451,-0.41939,0.22923
-0.46451,-0.41939,0.22923
-0.46451,-0.41939,0.22923
-0.46451,-0.41939,0.22923
-0.46537,-0.41713,0.22919
-0.46537,-0.41713,0.22919
-0.46537,-0.41713,0.22919
-0.46537,-0.41713,0.22919
-0.46537,-0.41713,0.22919
-0.46624,-0.41488,0.22922
-0.46624,-0.41488,0.22922
-0.46624,-0.41488,0.22922
-0.46624,-0.41488,0.22922
-0.46624,-0.41488,0.22922
-0.46714,-0.41270,0.22935
-0.46714,-0.41270,0.22935
-0.46714,-0.41270,0.22935
-0.46714,-0.41270,0.22935
-0.46714,-0.41270,0.22935
-0.46801,-0.41052,0.22948
-0.46801,-0.41052,0.22948
-0.46801,-0.41052,0.22948
-0.46801,-0.41052,0.22948
-0.46801,-0.41052,0.22948
-0.46893,-0.40835,0.22977
-0.46893,-0.40835,0.22977
-0.46893,-0.40835,0.22977
-0.46893,-0.40835,0.22977
-0.46893,-0.40835,0.22977
-0.46983,-0.40616,0.23017
-0.46983,-0.40616,0.23017
-0.46983,-0.40616,0.23017
-0.46983,-0.40616,0.23017
-0.46983,-0.40616,0.23017
-0.47064,-0.40401,0.23066
-0.47064,-0.40401,0.23066
-0.47064,-0.40401,0.23066
-0.47064,-0.40401,0.23066
-0.47064,-0.40401,0.23066
-0.47134,-0.40201,0.23123
-0.47134,-0.40201,0.23123
-0.47134,-0.40201,0.23123
-0.47134,-0.40201,0.23123
-0.47134,-0.40201,0.23123
-0.47197,-0.40000,0.23182
-0.47197,-0.40000,0.23182
-0.47197,-0.40000,0.23182
-0.47197,-0.40000,0.23182
-0.47197,-0.40000,0.23182
-0.47246,-0.39808,0.23247
-0.47246,-0.39808,0.23247
-0.47246,-0.39808,0.23247
-0.47246,-0.39808,0.23247
-0.47246,-0.39808,0.23247
-0.47283,-0.39618,0.23303
-0.47283,-0.39618,0.23303
-0.47283,-0.39618,0.23303
-0.47283,-0.39618,0.23303
-0.47283,-0.39618,0.23303
-0.47310,-0.39429,0.23352
-0.47310,-0.39429,0.23352
-0.47310,-0.39429,0.23352
-0.47310,-0.39429,0.23352
-0.47310,-0.39429,0.23352
-0.47340,-0.39238,0.23410
-0.47340,-0.39238,0.23410
-0.47340,-0.39238,0.23410
-0.47340,-0.39238,0.23410
-0.47340,-0.39238,0.23410
-0.47369,-0.39041,0.23469
-0.47369,-0.39041,0.23469
-0.47369,-0.39041,0.23469
-0.47369,-0.39041,0.23469
-0.47369,-0.39041,0.23469
-0.47392,-0.38843,0.23529
-0.47392,-0.38843,0.23529
-0.47392,-0.38843,0.23529
-0.47392,-0.38843,0.23529
-0.47392,-0.38843,0.23529
-0.47409,-0.38643,0.23594
-0.47409,-0.38643,0.23594
-0.47409,-0.38643,0.23594
-0.47409,-0.38643,0.23594
-0.47409,-0.38643,0.23594
-0.47424,-0.38435,0.23656
-0.47424,-0.38435,0.23656
-0.47424,-0.38435,0.23656
-0.47424,-0.38435,0.23656
-0.47424,-0.38435,0.23656
-0.47441,-0.38226,0.23721
-0.47441,-0.38226,0.23721
-0.47441,-0.38226,0.23721
-0.47441,-0.38226,0.23721
-0.47441,-0.38226,0.23721
-0.47459,-0.38012,0.23784
-0.47459,-0.38012,0.23784
-0.47459,-0.38012,0.23784
-0.47459,-0.38012,0.23784
-0.47459,-0.38012,0.23784
-0.47472,-0.37804,0.23848
-0.47472,-0.37804,0.23848
-0.47472,-0.37804,0.23848
-0.47472,-0.37804,0.23848
-0.47472,-0.37804,0.23848
-0.47486,-0.37591,0.23918
-0.47486,-0.37591,0.23918
-0.47486,-0.37591,0.23918
-0.47486,-0.37591,0.23918
-0.47486,-0.37591,0.23918
-0.47508,-0.37375,0.24001
-0.47508,-0.37375,0.24001
-0.47508,-0.37375,0.24001
-0.47508,-0.37375,0.24001
-0.47508,-0.37375,0.24001
-0.47529,-0.37158,0.24083
-0.47529,-0.37158,0.24083
-0.47529,-0.37158,0.24083
-0.47529,-0.37158,0.24083
-0.47529,-0.37158,0.24083
-0.47548,-0.36945,0.24162
-0.47548,-0.36945,0.24162
-0.47548,-0.36945,0.24162
-0.47548,-0.36945,0.24162
-0.47548,-0.36945,0.24162
-0.47561,-0.36732,0.24238
-0.47561,-0.36732,0.24238
-0.47561,-0.36732,0.24238
-0.47561,-0.36732,0.24238
-0.47561,-0.36732,0.24238
-0.47572,-0.36523,0.24321
-0.47572,-0.36523,0.24321
-0.47572,-0.36523,0.24321
-0.47572,-0.36523,0.24321
-0.47572,-0.36523,0.24321
-0.47587,-0.36314,0.24418
-0.47587,-0.36314,0.24418
-0.47587,-0.36314,0.24418
-0.47587,-0.36314,0.24418
-0.47587,-0.36314,0.24418
-0.47605,-0.36101,0.24519
-0.47605,-0.36101,0.24519
-0.47605,-0.36101,0.24519
-0.47605,-0.36101,0.24519
-0.47605,-0.36101,0.24519
-0.47624,-0.35878,0.24611
-0.47624,-0.35878,0.24611
-0.47624,-0.35878,0.24611
-0.47624,-0.35878,0.24611
-0.47624,-0.35878,0.24611
-0.47643,-0.35652,0.24695
-0.47643,-0.35652,0.24695
-0.47643,-0.35652,0.24695
-0.47643,-0.35652,0.24695
-0.47643,-0.35652,0.24695
-0.47662,-0.35430,0.24786
-0.47662,-0.35430,0.24786
-0.47662,-0.35430,0.24786
-0.47662,-0.35430,0.24786
-0.47662,-0.35430,0.24786
-0.47681,-0.35211,0.24888
-0.47681,-0.35211,0.24888
-0.47681,-0.35211,0.24888
-0.47681,-0.35211,0.24888
-0.47681,-0.35211,0.24888
-0.47700,-0.34995,0.24997
-0.47700,-0.34995,0.24997
-0.47700,-0.34995,0.24997
-0.47700,-0.34995,0.24997
-0.47700,-0.34995,0.24997
-0.47715,-0.34771,0.25094
-0.47715,-0.34771,0.25094
-0.47715,-0.34771,0.25094
-0.47715,-0.34771,0.25094
-0.47715,-0.34771,0.25094
-0.47732,-0.34541,0.25184
-0.47732,-0.34541,0.25184
-0.47732,-0.34541,0.25184
-0.47732,-0.34541,0.25184
-0.47732,-0.34541,0.25184
-0.47758,-0.34307,0.25287
-0.47758,-0.34307,0.25287
-0.47758,-0.34307,0.25287
-0.47758,-0.34307,0.25287
-0.47758,-0.34307,0.25287
-0.47784,-0.34074,0.25395
-0.47784,-0.34074,0.25395
-0.47784,-0.34074,0.25395
-0.47784,-0.34074,0.25395
-0.47784,-0.34074,0.25395
-0.47805,-0.33846,0.25508
-0.47805,-0.33846,0.25508
-0.47805,-0.33846,0.25508
-0.47805,-0.33846,0.25508
-0.47805,-0.33846,0.25508
-0.47819,-0.33620,0.25612
-0.47819,-0.33620,0.25612
-0.47819,-0.33620,0.25612
-0.47819,-0.33620,0.25612
-0.47819,-0.33620,0.25612
